title,title_type,genre,runtime,mpaa_rating,studio,thtr_rel_date,thtr_rel_year,thtr_rel_month,thtr_rel_day,dvd_rel_date,dvd_rel_year,dvd_rel_month,dvd_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director
The Pact,Feature Film,Horror,89,R,IFC Films,2012-07-06T04:00:00Z,2012,7,6,2012-11-06T05:00:00Z,2012,11,6,5.8,18670,Fresh,65,Spilled,41,no,no,no,no,no,no,Nicholas McCarthy
Electric Dreams,Feature Film,Drama,95,PG,MGM,1984-07-20T04:00:00Z,1984,7,20,NA,NA,NA,NA,6.5,5149,Rotten,47,Upright,72,no,no,no,no,no,no,Steve Barron
Bull Durham,Feature Film,Drama,108,R,Orion Pictures,1988-06-15T04:00:00Z,1988,6,15,1998-10-28T05:00:00Z,1998,10,28,7.1,35577,Certified Fresh,97,Upright,83,no,no,no,yes,no,no,Ron Shelton
Man on Wire,Documentary,Documentary,94,PG-13,Magnolia Pictures,2008-01-22T05:00:00Z,2008,1,22,2008-12-09T05:00:00Z,2008,12,9,7.9,38076,Certified Fresh,100,Upright,87,no,no,no,no,no,no,James Marsh
Epic Movie,Feature Film,Action & Adventure,86,R,20th Century Fox,2007-01-26T05:00:00Z,2007,1,26,2007-05-22T04:00:00Z,2007,5,22,2.3,87652,Rotten,2,Spilled,29,no,no,no,no,no,no,Aaron Seltzer
Below,Feature Film,Mystery & Suspense,105,R,Dimension Films,2002-10-11T04:00:00Z,2002,10,11,2003-03-11T05:00:00Z,2003,3,11,6.2,17329,Fresh,63,Spilled,45,no,no,no,no,no,no,David Twohy
The Captive,Feature Film,Mystery & Suspense,112,R,A24,2014-12-09T05:00:00Z,2014,12,9,2015-03-03T05:00:00Z,2015,3,3,5.9,16511,Rotten,31,Spilled,34,no,no,no,no,no,no,Atom Egoyan
The Saddest Music in the World,Feature Film,Drama,100,R,IFC Films,2004-04-30T04:00:00Z,2004,4,30,2004-11-16T05:00:00Z,2004,11,16,7.2,5002,Certified Fresh,78,Upright,79,no,no,no,no,no,no,Guy Maddin
"The Godfather, Part II",Feature Film,Mystery & Suspense,202,R,Paramount Pictures,1974-12-20T05:00:00Z,1974,12,20,2005-05-24T04:00:00Z,2005,5,24,9,749783,Certified Fresh,97,Upright,97,yes,yes,yes,yes,yes,no,Francis Ford Coppola
Phantom of the Paradise,Feature Film,Horror,92,PG,Fox,1974-10-31T05:00:00Z,1974,10,31,2001-09-04T04:00:00Z,2001,9,4,7.4,10599,Fresh,95,Upright,84,no,no,no,no,no,no,Brian DePalma
Twenty Bucks,Feature Film,Drama,91,R,Sony Pictures Home Entertainment,1993-01-01T05:00:00Z,1993,1,1,2005-07-04T04:00:00Z,2005,7,4,6.4,3101,Fresh,75,Upright,63,no,no,no,no,no,no,Keva Rosenfeld
Alaska,Feature Film,Action & Adventure,109,PG,Sony Pictures Home Entertainment,1996-08-14T04:00:00Z,1996,8,14,2002-09-03T04:00:00Z,2002,9,3,5.7,4180,Rotten,18,Spilled,44,no,no,yes,no,no,no,Fraser Clarke Heston
Running on Empty,Feature Film,Musical & Performing Arts,116,PG-13,Warner Bros. Pictures,1988-09-07T04:00:00Z,1988,9,7,1999-03-30T05:00:00Z,1999,3,30,7.7,9904,Fresh,85,Upright,68,no,no,no,no,no,no,Sidney Lumet
Godzilla Vs Mechagodzilla,Feature Film,Art House & International,84,PG,Sony Pictures Entertainment,1974-03-21T04:00:00Z,1974,3,21,2004-10-19T04:00:00Z,2004,10,19,6.3,3428,Fresh,67,Upright,61,no,no,no,no,no,no,Jun Fukuda
49 Up,Documentary,Documentary,180,Unrated,First Run Features,2006-10-06T04:00:00Z,2006,10,6,2006-11-14T05:00:00Z,2006,11,14,8.2,2056,Certified Fresh,95,Upright,86,no,no,no,no,no,no,Michael Apted
This is 40,Feature Film,Comedy,134,R,Universal Studios,2012-12-21T05:00:00Z,2012,12,21,2013-03-22T04:00:00Z,2013,3,22,6.2,100447,Rotten,51,Spilled,50,no,no,no,no,no,no,Judd Apatow
Fair Game,Feature Film,Drama,108,PG-13,Summit Entertainment,2010-11-05T04:00:00Z,2010,11,5,2011-03-29T04:00:00Z,2011,3,29,6.8,37506,Certified Fresh,79,Upright,65,no,no,yes,no,no,no,Doug Liman
Hercules,Feature Film,Action & Adventure,98,PG-13,Paramount Pictures,2014-07-25T04:00:00Z,2014,7,25,2014-11-04T05:00:00Z,2014,11,4,6,109633,Fresh,60,Spilled,49,no,no,no,no,no,no,Brett Ratner
Max Manus: Man of War,Feature Film,Drama,118,Unrated,Nordisk Film Biograf Distribution,2010-09-03T04:00:00Z,2010,9,3,2011-06-28T04:00:00Z,2011,6,28,7.3,21443,Fresh,80,Upright,83,no,no,no,no,no,no,Joachim Roenning
Curdled,Feature Film,Drama,88,R,Miramax,1996-09-06T04:00:00Z,1996,9,6,2004-03-02T05:00:00Z,2004,3,2,5.9,4031,Rotten,17,Spilled,57,no,no,no,no,no,no,Reb Braddock
The Omen,Feature Film,Mystery & Suspense,110,R,20th Century Fox,2006-06-06T04:00:00Z,2006,6,6,2006-10-17T04:00:00Z,2006,10,17,5.5,47692,Rotten,27,Spilled,40,no,no,no,no,no,no,John Moore
A Night at the Roxbury,Feature Film,Comedy,82,PG-13,Paramount Pictures,1998-10-02T04:00:00Z,1998,10,2,1999-04-20T04:00:00Z,1999,4,20,6.2,47343,Rotten,11,Upright,69,no,no,no,no,no,no,Amy Heckerling
Tank Girl,Feature Film,Action & Adventure,104,R,MGM Home Entertainment,1995-03-01T05:00:00Z,1995,3,1,2001-04-10T04:00:00Z,2001,4,10,5.2,24084,Rotten,38,Upright,63,no,no,no,no,no,no,Rachel Talalay
Missing,Feature Film,Mystery & Suspense,122,PG,Universal Pictures,1982-02-12T05:00:00Z,1982,2,12,2004-11-23T05:00:00Z,2004,11,23,7.8,13215,Fresh,96,Upright,85,yes,no,yes,yes,no,no,Costa-Gavras
Point Break,Feature Film,Mystery & Suspense,122,R,Twentieth Century Fox Home Entertainment,1991-07-12T04:00:00Z,1991,7,12,2001-05-22T04:00:00Z,2001,5,22,7.2,105982,Fresh,68,Upright,79,no,no,no,no,yes,no,Kathryn Bigelow
Shall We Dance,Feature Film,Drama,106,PG-13,Miramax Films,2004-10-15T04:00:00Z,2004,10,15,2005-02-01T05:00:00Z,2005,2,1,6.1,34461,Rotten,46,Spilled,57,no,no,no,yes,no,no,Peter Chelsom
Malibu's Most Wanted,Feature Film,Comedy,86,PG-13,Warner Bros.,2003-04-18T04:00:00Z,2003,4,18,2003-09-09T04:00:00Z,2003,9,9,5.1,15714,Rotten,31,Spilled,53,no,no,no,no,no,no,John Whitesell
The Evening Star,Feature Film,Drama,129,PG-13,Paramount Home Video,1996-06-01T04:00:00Z,1996,6,1,2001-02-27T05:00:00Z,2001,2,27,5.8,3358,Rotten,23,Upright,65,no,no,no,yes,no,no,Robert Harling
Cloud Atlas,Feature Film,Drama,172,R,Warner Bros. Pictures,2012-10-26T04:00:00Z,2012,10,26,2013-05-14T04:00:00Z,2013,5,14,7.5,275125,Fresh,66,Upright,66,no,no,yes,yes,no,no,Tom Tykwer
Fire Down Below,Feature Film,Action & Adventure,105,R,Warner Home Video,1997-09-05T04:00:00Z,1997,9,5,2001-09-04T04:00:00Z,2001,9,4,4.9,13280,Rotten,11,Spilled,35,no,no,no,no,no,no,Harry Dean Stanton
The Five Heartbeats,Feature Film,Musical & Performing Arts,121,R,20th Century Fox Film Corporation,1991-03-29T05:00:00Z,1991,3,29,2002-01-22T05:00:00Z,2002,1,22,7.5,2551,Rotten,38,Upright,95,no,no,no,no,no,no,Robert Townsend
Porky's Revenge,Feature Film,Art House & International,92,R,20th Century Fox,1985-03-22T05:00:00Z,1985,3,22,NA,NA,NA,NA,4.6,5863,Rotten,27,Spilled,33,no,no,no,no,no,no,James Komack
Disaster Movie,Feature Film,Comedy,87,PG-13,Lionsgate,2008-08-29T04:00:00Z,2008,8,29,2009-01-06T05:00:00Z,2009,1,6,1.9,73219,Rotten,1,Spilled,19,no,no,no,no,no,no,Aaron Seltzer
Teen Wolf Too,Feature Film,Science Fiction & Fantasy,95,PG,Paramount Home Video,1987-11-20T05:00:00Z,1987,11,20,NA,NA,NA,NA,3.1,8319,Rotten,7,Spilled,17,no,no,no,no,no,no,Christopher Leitch
The Fighter,Feature Film,Other,116,R,Paramount Pictures,2010-12-10T05:00:00Z,2010,12,10,2011-03-15T04:00:00Z,2011,3,15,7.9,265725,Certified Fresh,90,Upright,89,yes,no,no,no,no,no,David O. Russell
A Little Romance,Feature Film,Drama,110,PG,WARNER BROTHERS PICTURES,1979-04-27T05:00:00Z,1979,4,27,2003-01-07T05:00:00Z,2003,1,7,7.5,3859,Fresh,72,Upright,86,no,no,yes,no,yes,no,George Roy Hill
First Knight,Feature Film,Drama,134,PG-13,Sony Pictures Home Entertainment,1995-07-07T04:00:00Z,1995,7,7,1997-10-07T04:00:00Z,1997,10,7,5.9,53535,Rotten,47,Spilled,55,no,no,no,no,no,no,Jerry Zucker
Tabloid,Documentary,Documentary,87,R,IFC Films,2011-07-15T04:00:00Z,2011,7,15,2011-11-01T04:00:00Z,2011,11,1,7.1,4907,Certified Fresh,91,Upright,72,no,no,no,no,no,no,Errol Morris
The Hurt Locker,Feature Film,Drama,131,R,Summit Entertainment,2009-06-26T04:00:00Z,2009,6,26,2010-01-12T05:00:00Z,2010,1,12,7.6,318019,Certified Fresh,98,Upright,84,no,yes,no,no,yes,no,Kathryn Bigelow
Benda Bilili!,Documentary,Documentary,85,PG-13,National Geographic Entertainment,2011-09-30T04:00:00Z,2011,9,30,2012-04-03T04:00:00Z,2012,4,3,7.5,679,Fresh,93,Upright,82,no,no,no,no,no,no,Florent de la Tullaye
Memento,Feature Film,Mystery & Suspense,113,R,Newmarket Films,2000-09-05T04:00:00Z,2e3,9,5,2001-09-04T04:00:00Z,2001,9,4,8.5,806911,Certified Fresh,92,Upright,94,no,no,no,no,no,no,Christopher Nolan
A Prayer for the Dying,Feature Film,Drama,107,R,Virgin Vision,1987-09-01T04:00:00Z,1987,9,1,2003-02-04T05:00:00Z,2003,2,4,6.4,3342,Fresh,63,Spilled,55,no,no,no,no,no,no,Mike Hodges
Jonestown: The Life and Death of Peoples Temple,Documentary,Documentary,86,Unrated,7th art,2006-10-20T04:00:00Z,2006,10,20,2007-04-10T04:00:00Z,2007,4,10,7.9,3649,Certified Fresh,94,Upright,88,no,no,no,no,no,no,Stanley Nelson
So I Married an Axe Murderer,Feature Film,Comedy,93,PG-13,TriStar Pictures,1993-07-30T04:00:00Z,1993,7,30,1999-06-01T04:00:00Z,1999,6,1,6.4,27417,Rotten,55,Upright,68,no,no,no,no,no,no,Thomas Schlamme
Ziggy Stardust and the Spiders from Mars,Documentary,Documentary,90,PG,20th Century Fox Film Corporat,1973-12-01T05:00:00Z,1973,12,1,2003-04-01T05:00:00Z,2003,4,1,7.5,1815,Fresh,71,Upright,89,no,no,no,no,no,no,D.A. Pennebaker
Conversations With Other Women,Feature Film,Drama,84,R,Fabrication Films,2006-08-11T04:00:00Z,2006,8,11,2007-01-09T05:00:00Z,2007,1,9,7.1,9939,Fresh,74,Upright,76,no,no,no,no,no,no,Hans Canosa
Sleepwalking,Feature Film,Drama,101,R,Overture Films,2008-01-22T05:00:00Z,2008,1,22,2008-07-08T04:00:00Z,2008,7,8,6.2,4857,Rotten,17,Spilled,43,no,no,no,yes,no,no,Bill Maher
"Next Stop, Greenwich Village",Feature Film,Drama,111,R,20th Century Fox Film Corporation,1976-02-04T05:00:00Z,1976,2,4,2005-12-13T05:00:00Z,2005,12,13,6.9,1428,Fresh,73,Upright,62,no,no,no,no,no,no,Paul Mazursky
Dream House,Feature Film,Mystery & Suspense,92,PG-13,Universal Pictures,2011-09-30T04:00:00Z,2011,9,30,2012-01-31T05:00:00Z,2012,1,31,5.9,44248,Rotten,6,Spilled,36,no,no,no,no,no,no,Jim Sheridan
Resurrecting the Champ,Feature Film,Drama,112,PG-13,Yari Film Group Releasing,2007-08-24T04:00:00Z,2007,8,24,2008-02-26T05:00:00Z,2008,2,26,6.8,18141,Fresh,60,Upright,60,no,no,no,no,no,no,Rod Lurie
The Help,Feature Film,Drama,146,PG-13,DreamWorks Studios,2011-08-10T04:00:00Z,2011,8,10,2011-12-06T05:00:00Z,2011,12,6,8.1,303529,Certified Fresh,76,Upright,89,yes,no,no,no,no,no,Tate Taylor
A Scanner Darkly,Feature Film,Drama,100,R,Warner Independent Pictures,2006-07-28T04:00:00Z,2006,7,28,2006-12-19T05:00:00Z,2006,12,19,7.1,86953,Fresh,69,Upright,74,no,no,no,no,no,no,Richard Linklater
Hard Candy,Feature Film,Drama,104,R,Lions Gate Films,2006-04-14T04:00:00Z,2006,4,14,2006-09-19T04:00:00Z,2006,9,19,7.1,128361,Fresh,68,Upright,78,no,no,no,no,no,no,David Slade
This Is the End,Feature Film,Drama,107,R,Sony Pictures,2013-06-12T04:00:00Z,2013,6,12,2013-10-01T04:00:00Z,2013,10,1,6.7,297034,Certified Fresh,83,Upright,71,no,no,no,no,no,no,Seth Rogen
Longtime Companion,Feature Film,Drama,96,R,Samuel Goldwyn Company,1990-05-11T04:00:00Z,1990,5,11,2001-01-23T05:00:00Z,2001,1,23,7.6,4143,Fresh,100,Upright,82,no,no,no,no,no,no,Norman Rene
The Last Lions,Documentary,Documentary,88,PG,National Geographic Entertainment,2011-02-18T05:00:00Z,2011,2,18,2012-01-03T05:00:00Z,2012,1,3,8.4,3128,Fresh,87,Upright,89,no,no,yes,no,no,no,Dereck Joubert
"Aguirre, der Zorn Gottes (Aguirre, the Wrath of God)",Feature Film,Drama,93,R,New Yorker Films,1972-12-29T05:00:00Z,1972,12,29,2000-10-24T04:00:00Z,2e3,10,24,8,36909,Fresh,98,Upright,91,no,no,no,no,no,no,Werner Herzog
The Main Event,Feature Film,Other,112,PG,WARNER BROTHERS PICTURES,1979-06-22T04:00:00Z,1979,6,22,2003-07-01T04:00:00Z,2003,7,1,5.8,1816,Rotten,38,Spilled,44,no,no,no,no,no,no,Howard Zieff
Inserts,Feature Film,Drama,117,NC-17,NA,1975-01-01T05:00:00Z,1975,1,1,2005-08-23T04:00:00Z,2005,8,23,6.4,1043,Fresh,80,Spilled,56,no,no,yes,no,no,no,John Byrum
Star Trek: Insurrection,Feature Film,Action & Adventure,103,PG,Paramount Pictures,1998-12-11T05:00:00Z,1998,12,11,1999-05-11T04:00:00Z,1999,5,11,6.4,54829,Rotten,55,Spilled,45,no,no,no,no,no,no,Jonathan Frakes
Valmont,Feature Film,Drama,137,R,Orion Home Video,1989-11-01T05:00:00Z,1989,11,1,2002-05-14T04:00:00Z,2002,5,14,7,9725,Rotten,54,Upright,70,no,no,yes,no,no,no,Milos Forman
Kill Bill: Volume 2,Feature Film,Drama,137,R,Miramax Films,2004-04-16T04:00:00Z,2004,4,16,2004-08-10T04:00:00Z,2004,8,10,8,490295,Certified Fresh,84,Upright,89,no,no,no,no,no,no,Quentin Tarantino
8 Heads in a Duffel Bag,Feature Film,Comedy,95,R,Orion Home Video,1997-04-18T04:00:00Z,1997,4,18,2002-10-08T04:00:00Z,2002,10,8,5.2,7881,Rotten,11,Spilled,35,no,no,no,no,no,no,Tom Schulman
Meteor,Feature Film,Drama,108,PG,American International Pictures,1979-10-19T04:00:00Z,1979,10,19,2000-03-07T05:00:00Z,2e3,3,7,4.9,5136,Rotten,5,Spilled,13,no,no,no,no,no,no,Ronald Neame
Dance Flick,Feature Film,Action & Adventure,83,PG-13,Paramount Studios,2009-05-22T04:00:00Z,2009,5,22,2009-09-08T04:00:00Z,2009,9,8,3.5,10055,Rotten,18,Spilled,30,no,no,no,no,no,no,Damien Wayans
Stolen Summer,Feature Film,Drama,91,PG,Miramax Films,2002-03-22T05:00:00Z,2002,3,22,2002-09-24T04:00:00Z,2002,9,24,6.5,2408,Rotten,36,Upright,68,no,no,no,no,no,no,Pete Jones
1941,Feature Film,Action & Adventure,118,PG,MCA Universal Home Video,1979-12-14T05:00:00Z,1979,12,14,1999-03-23T05:00:00Z,1999,3,23,5.9,24472,Rotten,32,Spilled,49,no,no,no,no,yes,no,Steven Spielberg
Underworld: The Rise of the Lycans,Feature Film,Action & Adventure,92,R,Sony Pictures/Screen Gems,2009-01-23T05:00:00Z,2009,1,23,2009-05-12T04:00:00Z,2009,5,12,6.6,115026,Rotten,29,Upright,63,no,no,no,no,no,no,Patrick Tatopoulos
After Innocence,Documentary,Documentary,95,Unrated,New Yorker Films,2005-10-21T04:00:00Z,2005,10,21,2007-02-06T05:00:00Z,2007,2,6,7.8,651,Certified Fresh,91,Upright,81,no,no,no,no,no,no,Jessica Sanders
Tim and Eric's Billion Dollar Movie,Feature Film,Comedy,93,R,Magnolia Pictures,2012-03-02T05:00:00Z,2012,3,2,2012-05-08T04:00:00Z,2012,5,8,5.3,7710,Rotten,38,Spilled,47,no,no,no,no,no,no,Tim Heidecker
Mr. Jones,Feature Film,Drama,114,R,Sony Pictures Home Entertainment,1993-10-08T04:00:00Z,1993,10,8,2000-01-25T05:00:00Z,2e3,1,25,5.7,5425,Rotten,46,Spilled,51,no,no,no,yes,no,no,Mike Figgis
Goin' South,Feature Film,Other,105,PG,Paramount Home Video,1978-01-01T05:00:00Z,1978,1,1,2002-06-04T04:00:00Z,2002,6,4,6.3,4550,Fresh,71,Spilled,50,no,no,yes,no,no,no,Jack Nicholson
Russian Dolls (Les Poupees Russes),Feature Film,Other,125,Unrated,Cinema Libre Studio,2006-05-10T04:00:00Z,2006,5,10,2006-09-26T04:00:00Z,2006,9,26,7,16262,Fresh,72,Upright,78,no,no,no,no,no,no,Cedric Klapisch
My Flesh and Blood,Documentary,Documentary,83,Unrated,Strand Releasing,2003-11-28T05:00:00Z,2003,11,28,2004-11-30T05:00:00Z,2004,11,30,8.4,1571,Fresh,90,Upright,93,no,no,no,no,no,no,Jonathan Karsh
Revenge of the Nerds II: Nerds in Paradise,Feature Film,Comedy,88,PG-13,Twentieth Century Fox Home Entertainment,1987-07-10T04:00:00Z,1987,7,10,2007-03-06T05:00:00Z,2007,3,6,4.9,10271,Rotten,8,Spilled,35,no,no,no,no,no,no,Joe Roth
Hulk,Feature Film,Action & Adventure,138,PG-13,Universal Pictures,2003-06-20T04:00:00Z,2003,6,20,2003-10-28T05:00:00Z,2003,10,28,5.7,204042,Fresh,61,Spilled,29,no,no,no,no,yes,no,Ang Lee
Vampire in Brooklyn,Feature Film,Horror,100,R,Paramount,1995-10-27T04:00:00Z,1995,10,27,2002-01-29T05:00:00Z,2002,1,29,4.5,16824,Rotten,10,Spilled,31,no,no,no,no,no,no,Wes Craven
George Washington,Feature Film,Art House & International,89,Unrated,Code Red,2000-10-27T04:00:00Z,2e3,10,27,2002-03-12T05:00:00Z,2002,3,12,7.5,6061,Certified Fresh,84,Upright,85,no,no,no,no,no,no,David Green
Agent Cody Banks 2: Destination London,Feature Film,Action & Adventure,100,PG,MGM,2004-03-12T05:00:00Z,2004,3,12,2004-07-13T04:00:00Z,2004,7,13,4.5,10651,Rotten,13,Spilled,31,no,no,no,no,no,no,Kevin Allen
Into The Arms Of Strangers - Stories Of The Kindertransport,Documentary,Documentary,122,PG,Warner Bros. Pictures,2000-09-15T04:00:00Z,2e3,9,15,2001-08-28T04:00:00Z,2001,8,28,7.9,1346,Fresh,94,Upright,85,no,no,no,no,no,no,Mark Jonathan Harris
The Take,Feature Film,Drama,96,R,Hatchet Films,2007-04-11T04:00:00Z,2007,4,11,2008-05-27T04:00:00Z,2008,5,27,5.8,1886,Fresh,85,Spilled,49,no,no,no,no,no,no,Brad Furman
A Star is Born,Feature Film,Drama,139,R,Warner Bros. Pictures,1976-12-17T05:00:00Z,1976,12,17,2004-09-21T04:00:00Z,2004,9,21,6.5,4874,Rotten,31,Upright,69,yes,no,no,yes,no,no,Frank R. Pierson
The Belly of an Architect,Feature Film,Drama,119,R,Hemdale,1987-01-01T05:00:00Z,1987,1,1,2004-06-15T04:00:00Z,2004,6,15,7,4121,Fresh,91,Upright,80,no,no,no,no,no,no,Peter Greenaway
Veronica Mars,Feature Film,Drama,107,PG-13,Warner Bros.,2014-03-14T04:00:00Z,2014,3,14,2014-05-06T04:00:00Z,2014,5,6,6.8,40133,Certified Fresh,78,Upright,79,no,no,no,no,no,no,Rob Thomas (III)
Kaena: The Prophecy,Feature Film,Action & Adventure,85,PG-13,Samuel Goldwyn Films,2004-07-09T04:00:00Z,2004,7,9,2004-09-07T04:00:00Z,2004,9,7,6.2,3416,Rotten,7,Spilled,43,no,no,no,no,no,no,Chris Delaporte
Ghost Ship,Feature Film,Horror,91,R,Warner Bros. Pictures,2002-10-25T04:00:00Z,2002,10,25,2003-03-25T05:00:00Z,2003,3,25,5.5,73617,Rotten,14,Spilled,37,no,no,no,no,no,no,Steve Beck
21 Grams,Feature Film,Drama,124,R,Universal Pictures,2003-11-21T05:00:00Z,2003,11,21,2004-03-16T05:00:00Z,2004,3,16,7.7,183747,Certified Fresh,80,Upright,86,no,no,yes,no,yes,no,Alejandro Gonzalez Inarritu
Date Night,Feature Film,Comedy,88,PG-13,20th Century Fox,2010-04-09T04:00:00Z,2010,4,9,2010-08-10T04:00:00Z,2010,8,10,6.3,123588,Fresh,67,Spilled,55,no,no,no,no,no,no,Shawn Levy
Anchorman 2: The Legend Continues,Feature Film,Comedy,119,PG-13,Paramount Pictures,2013-12-18T05:00:00Z,2013,12,18,2014-04-01T04:00:00Z,2014,4,1,6.3,124250,Certified Fresh,75,Spilled,52,no,no,no,no,no,no,Adam McKay
Thunderheart,Feature Film,Drama,119,R,Sony Pictures Home Entertainment,1992-04-01T05:00:00Z,1992,4,1,2000-11-07T05:00:00Z,2e3,11,7,6.8,11103,Fresh,87,Upright,75,no,no,no,no,no,no,Michael Apted
Guess Who,Feature Film,Comedy,105,PG-13,Sony Pictures,2005-03-25T05:00:00Z,2005,3,25,2005-08-02T04:00:00Z,2005,8,2,5.9,33040,Rotten,43,Spilled,49,no,no,no,no,no,no,Ashton Kutcher
Brubaker,Feature Film,Drama,131,R,20th Century Fox Film Corporation,1980-06-20T04:00:00Z,1980,6,20,2003-05-20T04:00:00Z,2003,5,20,7.1,11236,Fresh,75,Upright,74,no,no,no,no,no,no,Stuart Rosenberg
Jagged Edge,Feature Film,Mystery & Suspense,108,R,Columbia Pictures,1985-10-04T04:00:00Z,1985,10,4,2000-05-02T04:00:00Z,2e3,5,2,6.4,9946,Fresh,82,Spilled,58,no,no,yes,no,no,no,Richard Marquand
The Last Remake of Beau Geste,Feature Film,Action & Adventure,85,PG,MCA Universal Home Video,1977-07-15T04:00:00Z,1977,7,15,NA,NA,NA,NA,6,1680,Rotten,33,Upright,65,no,no,no,no,no,no,Marty Feldman
Melancholia,Feature Film,Drama,130,R,Magnolia Pictures,2011-11-11T05:00:00Z,2011,11,11,2012-03-13T04:00:00Z,2012,3,13,7.1,122980,Certified Fresh,79,Upright,67,no,no,no,no,no,no,Lars von Trier
Boomerang,Feature Film,Comedy,117,R,Paramount Pictures,1992-07-01T04:00:00Z,1992,7,1,2002-09-24T04:00:00Z,2002,9,24,5.4,19603,Rotten,40,Upright,60,no,no,no,yes,no,no,Reginald Hudlin
The Ritz,Feature Film,Art House & International,91,R,Warner Home Video,1976-01-01T05:00:00Z,1976,1,1,2008-01-08T05:00:00Z,2008,1,8,7.8,1663,Rotten,40,Upright,83,no,no,no,no,no,no,Richard Lester
The Man with the Golden Gun,Feature Film,Drama,125,PG,MGM Home Entertainment,1974-12-18T05:00:00Z,1974,12,18,2002-10-22T04:00:00Z,2002,10,22,6.8,71141,Rotten,45,Spilled,57,no,no,no,no,no,no,Guy Hamilton
Hellraiser - Bloodline,Feature Film,Science Fiction & Fantasy,85,R,Miramax Films,1996-03-08T05:00:00Z,1996,3,8,2000-10-10T04:00:00Z,2e3,10,10,5,13790,Rotten,25,Spilled,37,no,no,no,no,no,no,Joe Chappelle
The Butcher's Wife,Feature Film,Other,107,PG-13,Paramount Home Video,1991-10-25T04:00:00Z,1991,10,25,2001-10-23T04:00:00Z,2001,10,23,5.3,5374,Rotten,21,Spilled,29,no,no,no,yes,no,no,Terry Hughes
Diner,Feature Film,Drama,110,R,MGM Home Entertainment,1982-04-02T05:00:00Z,1982,4,2,2000-04-04T04:00:00Z,2e3,4,4,7.2,14589,Fresh,91,Upright,78,no,no,no,no,yes,no,Barry Levinson
Cecil B. Demented,Feature Film,Comedy,87,R,Artisan Entertainment,2000-08-11T04:00:00Z,2e3,8,11,2001-01-23T05:00:00Z,2001,1,23,6.2,11259,Rotten,53,Upright,67,no,no,no,no,no,no,John Waters
Ragtime,Feature Film,Drama,155,PG,Paramount Pictures,1981-11-20T05:00:00Z,1981,11,20,2004-11-16T05:00:00Z,2004,11,16,7.3,6472,Fresh,90,Upright,76,no,no,yes,no,no,no,Milos Forman
One Day,Feature Film,Drama,107,PG-13,Focus Features,2011-08-19T04:00:00Z,2011,8,19,2011-11-29T05:00:00Z,2011,11,29,7,100416,Rotten,36,Spilled,49,no,no,no,no,no,no,Lone Scherfig
Rambling Rose,Feature Film,Drama,112,R,Live Home Video,1991-09-10T04:00:00Z,1991,9,10,1999-03-16T05:00:00Z,1999,3,16,6.7,3866,Fresh,100,Spilled,51,no,no,yes,no,no,no,Martha Coolidge
Cameraman: The Life And Work Of Jack Cardiff,Documentary,Documentary,86,Unrated,Independent Pictures,2011-05-13T04:00:00Z,2011,5,13,2011-08-16T04:00:00Z,2011,8,16,7.8,872,Fresh,96,Upright,92,no,no,yes,no,no,no,Craig McCall
I Am Bruce Lee,Documentary,Documentary,94,Unrated,D&E Entertainment,2012-02-09T05:00:00Z,2012,2,9,2013-05-08T04:00:00Z,2013,5,8,7.5,2928,Fresh,67,Upright,78,no,no,no,no,no,no,Pete McCormack
Let It Be,Documentary,Documentary,81,G,United Artists,1970-05-20T04:00:00Z,1970,5,20,NA,NA,NA,NA,7.9,3887,Fresh,82,Upright,87,no,no,no,no,no,no,Michael Lindsay-Hogg
The Groove Tube,Feature Film,Other,75,R,Levitt-Pickman Film Corporation,1974-01-01T05:00:00Z,1974,1,1,2000-05-30T04:00:00Z,2e3,5,30,5.9,1607,Rotten,13,Upright,60,no,no,no,no,no,no,Ken Shapiro
Brighton Rock,Feature Film,Mystery & Suspense,111,R,IFC Films,2011-08-26T04:00:00Z,2011,8,26,2011-12-27T05:00:00Z,2011,12,27,5.8,4904,Rotten,51,Spilled,32,no,no,no,yes,no,no,Rowan Joffe
The Disappearance of Alice Creed,Feature Film,Mystery & Suspense,96,R,Anchor Bay Entertainment,2010-08-06T04:00:00Z,2010,8,6,2010-11-23T05:00:00Z,2010,11,23,6.8,19937,Certified Fresh,82,Upright,67,no,no,no,no,no,no,J Blakeson
Sgt. Bilko,Feature Film,Comedy,93,PG,MCA Universal Home Video,1996-03-29T05:00:00Z,1996,3,29,1998-06-30T04:00:00Z,1998,6,30,5.7,17384,Rotten,32,Spilled,47,no,no,no,no,no,no,Jonathan Lynn
One Night at McCool's,Feature Film,Comedy,93,R,USA Films,2001-04-27T04:00:00Z,2001,4,27,2001-10-09T04:00:00Z,2001,10,9,6.1,25683,Rotten,33,Spilled,39,no,no,yes,no,no,no,Harald Zwart
V.I. Warshawski,Feature Film,Drama,89,R,Hollywood Pictures,1991-07-26T04:00:00Z,1991,7,26,2002-06-04T04:00:00Z,2002,6,4,4.8,3883,Rotten,17,Spilled,24,no,no,no,no,no,no,Jeff Kanew
